realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
2.75,3.25,2.25,3.875,3.25,2.875,-2,4,4,2,2,nursing
1.5,2.0,4.625,4.5,4.5,4.0,1,4,1,1,1,nursing
4.5,2.0,1.0,1.375,2.0,3.75,0,-3,4,2,6,mechatronic engineering
1.875,3.25,1.75,3.5,3.375,3.5,0,0,4,4,0,international studies
2.0,3.125,1.625,3.375,2.75,2.5,-1,2,5,0,4,architect
1.75,2.75,4.0,1.625,2.375,3.25,-5,-6,-3,-4,0,medical
3.375,5.0,4.75,5.0,4.25,4.75,3,6,6,5,6,biology
1.75,3.5,1.0,3.875,1.25,1.75,0,0,0,0,0,psychology
2.375,3.25,3.75,5.0,3.0,2.5,5,5,0,4,5,human sciences
1.0,1.0,1.0,1.0,1.0,1.0,-6,-5,-3,6,-3,computer science
3.5,4.375,4.25,3.25,1.875,3.125,3,0,-4,4,3,computer science
1.0,1.0,1.0,1.75,1.375,1.0,-6,5,3,2,2,psychology
1.375,2.25,4.125,3.125,2.875,1.875,2,0,0,-3,6,theatre arts
1.0,4.375,4.5,3.75,4.125,2.25,6,5,6,6,5,marketing management
1.0,2.75,3.75,3.25,2.125,1.25,0,3,2,0,2,english
1.875,4.125,3.625,4.25,2.5,2.125,-4,6,0,1,2,history
1.0,3.25,2.625,3.25,1.125,1.0,1,2,1,-4,2,psychology
1.0,2.25,3.625,2.125,1.5,1.0,-2,4,5,-4,1,english
1.875,4.75,3.75,4.25,2.25,1.75,2,3,6,5,1,psychology
1.875,3.75,3.75,3.625,2.0,1.125,-1,3,0,4,4,psychology
1.0,1.375,1.0,2.875,2.25,3.75,2,2,6,2,2,human resources
1.75,2.625,1.875,2.875,2.875,3.5,-2,5,6,5,1,medical office
1.375,2.0,3.875,3.375,3.25,1.375,5,3,3,4,3,psychology and sociology
2.75,2.875,2.25,2.375,2.5,4.5,-2,1,2,4,4,behavioral science
4.625,4.75,4.5,5.0,4.375,3.5,6,-5,1,2,6,psychology
2.5,4.125,4.25,2.5,2.875,2.75,4,3,4,-1,4,business administration
1.625,2.75,4.125,3.0,2.125,1.25,3,-1,3,2,6,latin
1.625,3.875,4.625,3.625,2.0,1.5,0,0,4,4,2,psychology
3.25,4.0,1.625,2.25,1.75,3.0,1,0,4,4,3,engineering technology
1.125,1.625,1.125,2.125,2.75,4.5,0,6,6,5,5,business
2.0,1.0,1.25,2.375,4.125,2.75,-1,2,-2,1,-3,business and commerce
4.0,1.5,2.375,3.625,3.125,3.0,-1,-1,2,-4,0,business
2.375,4.125,3.875,3.125,2.5,2.5,0,1,3,4,4,business
2.375,4.375,2.375,2.375,2.625,3.375,-1,3,5,0,4,medicine
2.875,5.0,3.5,5.0,4.5,4.5,4,5,6,5,5,nursing
3.0,4.375,4.625,4.75,3.875,2.75,-2,4,-1,1,6,nursing
0.875,3.5,3.875,3.625,2.625,1.375,6,4,4,5,6,political science
1.25,4.375,2.875,3.375,1.125,2.125,3,6,3,-3,5,biology
2.25,1.5,1.0,1.5,1.0,1.0,-3,4,5,2,-3,automotive restoration
4.375,4.375,2.375,1.625,1.25,3.375,-6,-2,0,2,3,electrical engineering
1.0,5.0,1.625,4.125,3.875,2.0,0,2,6,0,6,biology
4.5,2.5,1.0,4.5,2.5,4.5,0,0,0,0,1,marketing
3.5,4.25,2.375,3.625,3.875,4.75,1,-1,4,1,1,engineering
3.5,3.75,2.625,3.25,3.25,3.375,4,4,3,5,6,electronics technology
2.875,3.625,4.25,4.5,4.25,3.25,5,1,4,0,3,biology
1.625,1.625,2.75,3.5,2.625,3.5,6,0,5,-6,4,human resources
1.625,3.125,3.125,2.125,2.625,2.625,1,1,1,2,0,psychology
1.625,3.125,3.0,2.875,2.125,1.125,-4,3,-5,0,1,linguistics
2.625,2.375,2.25,2.25,2.125,2.125,1,0,-3,-4,0,english
3.75,4.0,3.25,4.625,2.375,3.375,1,2,1,-2,5,psychology
1.625,4.875,4.0,4.375,1.5,1.625,1,5,1,3,6,mathematics
3.25,4.75,4.375,4.125,2.875,3.5,-1,1,-2,1,2,psychology
1.25,2.375,4.25,3.875,2.125,1.25,6,5,2,1,4,business
1.0,3.625,1.5,3.875,1.75,2.125,2,3,6,1,2,exercise science
1.0,2.25,2.0,4.375,2.125,1.375,6,4,5,6,6,doctorate
1.5,2.75,1.625,3.0,2.0,1.0,5,4,6,3,6,sports medicine
3.125,1.75,1.25,2.875,2.375,1.625,1,0,3,3,2,psychology
3.125,3.5,2.25,4.625,4.5,4.125,6,0,6,6,5,computer science
1.625,2.75,2.25,2.75,3.0,2.0,-3,3,4,-2,1,graphic design
3.5,4.25,4.625,4.875,2.75,2.125,-1,0,3,-3,4,computer science
1.125,1.875,3.125,4.25,3.25,2.625,1,4,6,-3,4,english
1.625,1.75,3.625,4.25,3.125,2.0,5,3,-2,-1,3,communication studies
2.5,1.0,1.0,1.625,3.625,2.5,3,1,6,6,4,engineering technology
3.25,2.125,3.25,1.375,3.0,3.25,-4,4,5,3,2,engineering
1.625,2.625,2.125,4.125,2.875,4.0,5,2,2,-2,6,psychology
1.0,2.5,3.0,3.125,2.25,1.625,2,-1,2,2,3,hr
1.0,2.25,1.375,4.125,1.75,1.375,1,2,5,1,1,medical field
1.75,1.375,1.25,1.75,1.75,1.0,1,-4,-1,-1,-1,physical education
2.625,3.875,4.125,4.125,2.375,3.125,-3,3,3,-5,4,occupational therapy
1.25,3.25,1.25,4.125,1.875,2.875,5,2,6,4,2,forensic psychology
2.0,2.75,3.125,3.875,1.25,1.25,0,2,3,-5,5,psychology
1.375,2.0,3.0,4.5,3.75,3.5,-2,0,6,3,6,psychology
1.0,3.25,4.25,4.0,1.625,1.0,-1,6,6,0,4,psychology
1.0,2.0,1.625,3.875,1.75,1.0,-4,-2,6,0,-1,psychology
1.25,3.375,2.875,3.875,1.0,2.25,-3,0,3,-6,6,education psychology
2.625,2.125,4.0,4.125,3.5,3.0,0,5,-1,-1,2,psychology
1.0,1.75,1.375,4.0,1.25,1.375,-1,2,1,-2,1,child psychology
2.75,2.5,3.375,2.625,2.5,2.875,-3,4,3,0,3,child psychology
2.125,3.625,4.125,4.125,3.375,2.375,-1,1,5,-4,4,criminal justice
3.875,4.125,2.5,3.5,1.375,1.875,0,-1,6,-1,-3,psychology  biology
2.625,3.125,1.5,1.25,3.125,3.375,-1,-2,0,4,2,finance
1.875,3.375,3.75,3.125,3.25,3.125,6,6,5,5,5,biology education
3.0,3.75,3.75,3.75,2.5,2.875,4,-1,0,-4,1,business
1.5,1.375,2.5,1.625,1.0,1.875,1,1,3,0,3,journalism
1.25,4.25,1.5,2.875,2.0,1.5,6,-2,5,-1,2,biological science
2.25,3.0,5.0,2.75,4.0,1.625,-5,-3,0,-2,6,art
2.625,3.0,4.125,2.375,2.75,2.0,-4,0,4,1,1,computer science
1.25,4.0,3.875,2.25,1.625,2.0,-3,0,1,-2,6,anthropology
2.875,2.5,1.375,1.375,1.375,2.125,-1,-5,5,-4,5,mechanical
1.375,3.125,4.125,3.625,3.125,2.375,1,-1,0,-2,2,chemistry
1.375,3.25,4.375,2.125,1.625,1.0,-3,-1,-3,-6,5,history of arts
2.375,2.75,3.5,3.25,3.375,2.5,-4,1,-2,-2,5,art history
1.0,1.25,2.5,3.625,3.625,1.875,2,1,1,-1,-1,criminology
1.5,3.625,1.875,3.5,3.0,3.625,3,2,3,2,6,graphic design
1.0,2.625,1.0,2.875,1.5,1.0,1,5,5,5,1,psychology
1.75,3.375,3.5,2.5,3.125,1.875,-1,-1,3,1,0,business
1.25,3.625,1.625,3.0,3.0,2.0,2,2,-1,0,3,human services
1.375,1.875,2.5,2.625,2.25,2.75,-6,4,4,0,-2,mathematics
2.125,4.5,1.875,3.875,3.125,3.125,0,1,6,2,5,biology
3.25,3.125,3.75,4.25,3.25,1.875,6,0,6,-4,1,food science
1.5,4.0,3.75,4.875,3.625,2.25,1,3,1,-1,6,psychology
1.0,1.0,1.0,1.0,1.0,1.0,0,6,2,0,1,civil engineering
1.0,2.875,2.625,3.875,1.25,1.25,1,4,6,3,5,clinical psychology
1.5,2.875,4.0,2.875,1.375,1.375,-3,0,4,5,1,history
2.75,4.25,3.5,2.5,1.75,1.625,-3,-2,1,-2,3,horticulture
2.875,2.375,3.0,2.125,2.375,3.75,-5,0,0,-4,-3,social sciences
2.375,2.875,3.625,2.875,4.0,2.375,0,1,5,3,6,real estate
1.75,1.5,2.625,3.75,1.375,1.5,0,6,1,2,-1,psychology
1.625,3.375,3.75,3.375,3.5,2.625,-1,1,0,-2,1,psychology
2.25,2.75,2.375,4.0,2.125,2.0,4,1,6,0,5,psychology
2.0,2.5,3.125,4.375,2.25,2.125,1,1,4,-2,-2,psychology
2.5,3.125,3.75,3.5,3.25,1.75,4,4,-1,3,4,psychology
2.125,2.875,3.25,4.625,4.125,2.5,5,2,6,-2,3,psychology
1.5,1.25,2.625,4.125,3.375,2.375,1,4,3,3,6,psychology
2.875,2.75,3.625,4.0,3.625,3.125,3,3,3,-3,4,psychology
1.25,3.125,2.75,2.625,2.5,2.625,6,5,1,5,1,psychology
2.625,4.25,3.875,2.875,3.5,2.25,3,-2,-2,0,6,engineering
2.875,3.625,3.125,3.5,3.5,3.375,3,2,-5,-3,0,
1.75,3.0,1.875,2.0,1.0,1.5,-2,4,2,2,4,computer science
1.875,3.5,4.875,3.75,4.0,3.0,-2,5,2,0,1,hr
2.0,2.75,3.375,4.125,3.625,3.125,5,4,0,-1,1,computer science
2.5,3.0,3.0,3.625,2.75,3.0,1,1,4,-1,-1,medicine
3.25,4.375,2.25,3.875,3.25,4.25,-2,0,3,6,1,business
3.625,3.0,2.125,3.25,3.75,3.625,-1,1,-4,1,-2,industrial engineering
1.25,1.25,1.875,2.0,3.0,2.375,4,4,6,1,2,business administration
1.375,2.125,3.625,3.0,3.5,2.875,3,2,0,-2,0,english
2.25,3.5,2.5,3.75,2.625,2.0,5,1,5,4,6,economics
4.0,4.5,4.25,4.125,4.125,4.0,0,6,6,6,3,business
1.75,2.875,3.25,3.375,1.375,3.0,1,1,2,0,5,arts
1.375,2.875,2.0,3.875,1.625,2.625,3,3,1,3,0,nursing
1.25,1.875,1.375,3.875,2.75,4.0,-5,-1,0,-5,0,nursing
2.25,3.0,3.875,4.125,3.75,3.875,4,0,2,4,2,marketing
2.375,3.25,3.25,4.0,3.0,4.5,-1,5,6,6,1,medical assistant
1.0,2.25,3.375,3.5,3.875,1.75,4,1,6,2,5,business administration
3.875,3.75,2.375,2.75,3.875,2.875,1,4,4,2,2,it
1.25,1.25,2.375,2.875,1.0,1.25,-6,6,-2,-1,-3,social services
3.25,2.125,2.625,4.25,3.0,3.25,3,5,3,4,5,industrial engineer
1.0,2.5,2.5,4.0,2.0,2.0,3,6,5,0,0,health
2.25,4.0,4.75,5.0,4.0,4.75,1,6,6,6,6,science
3.0,3.375,2.75,3.25,2.875,3.375,0,-1,2,0,1,child development
1.875,3.875,4.375,3.0,1.625,2.0,0,0,4,1,6,media
2.25,3.875,4.75,5.0,3.0,4.75,1,6,6,6,6,science
1.125,4.0,1.375,3.25,1.5,1.625,-2,1,1,2,3,psychology
2.375,3.875,3.5,3.125,2.0,2.125,-3,2,1,5,6,marketing
1.875,3.875,3.75,3.125,2.375,2.0,-4,1,0,0,3,psychology
2.625,2.625,2.375,4.0,2.25,2.875,-2,2,5,-1,0,human development
1.875,4.0,3.25,4.5,3.375,3.5,-3,5,0,4,1,deaf education
1.875,4.25,3.125,2.875,2.5,3.0,2,1,2,3,2,commerce
1.25,2.375,3.0,2.25,2.0,4.5,4,2,5,-2,1,business administration
1.5,2.0,2.5,3.125,2.25,1.625,3,5,2,6,5,psychology
1.0,3.875,2.5,2.25,1.5,1.125,4,4,3,0,5,health
2.375,3.625,4.125,3.5,3.625,3.5,-4,0,2,0,2,finance
2.125,3.125,3.5,1.875,1.375,1.375,-1,-3,3,1,0,civil
1.875,2.125,1.875,3.375,1.25,2.25,-6,1,0,-2,2,psychology
2.75,3.0,3.5,3.25,3.0,2.5,4,3,5,1,5,theology
1.0,3.0,3.75,3.5,2.25,2.0,-5,0,6,-2,1,asl interpreting
3.75,3.125,2.875,4.375,3.875,4.875,0,2,2,-1,3,engineering
1.625,2.875,4.5,4.75,1.5,2.375,-4,2,-1,0,5,general studies
1.5,4.25,1.25,3.375,1.0,1.125,0,2,1,3,1,anthropology
2.0,1.75,1.75,4.5,3.75,1.375,6,6,4,-2,4,criminology and psychology
2.0,2.875,2.25,4.625,3.0,3.0,1,6,6,6,5,communications
1.5,4.375,2.75,4.5,3.25,4.5,-2,4,-3,4,3,english
3.125,4.5,4.375,4.25,3.0,3.0,0,1,1,6,5,engineering
1.0,1.125,3.75,3.25,1.75,1.0,2,6,4,4,5,counseling
4.125,3.75,4.25,3.5,3.375,3.5,-2,2,2,3,6,engineering
3.375,3.25,2.875,3.125,3.0,3.125,2,0,1,1,0,engineering
2.0,2.25,2.0,3.625,2.25,2.0,-2,4,0,-2,0,engineering
2.75,1.5,2.125,3.0,3.375,3.625,-5,0,4,-4,-2,international relations
1.125,3.25,2.75,3.625,3.125,2.875,1,-1,0,1,1,therapy
3.25,3.75,3.625,3.0,4.0,3.625,-1,4,0,5,2,electrical engineering
2.0,4.0,3.375,3.875,2.25,2.25,1,5,5,-1,2,general psychology
1.0,1.75,1.0,2.625,1.875,2.5,0,1,2,-2,0,psychology
1.375,3.25,3.625,3.75,3.0,1.375,1,-2,2,0,3,management
3.25,4.375,3.125,2.625,4.5,3.375,4,-4,0,5,4,engineering
2.125,3.5,3.75,5.0,3.0,1.375,3,3,0,-1,6,psychology
3.75,4.5,3.75,4.125,3.0,3.0,-2,4,0,2,1,geography
1.0,3.75,2.625,3.125,2.5,1.875,6,2,0,-2,1,medicine
1.75,2.25,3.625,3.0,2.5,1.375,4,4,-4,5,-2,human resources
2.375,2.0,3.25,2.875,3.25,3.5,0,1,6,-2,4,information systems
2.125,3.25,2.75,3.625,2.0,1.875,-4,1,3,2,-1,sociology
1.375,3.5,4.125,4.625,3.375,1.375,0,6,6,0,4,music therapy
2.625,3.625,2.75,4.0,3.125,1.875,5,2,5,1,6,communications
1.375,3.5,3.875,2.875,3.375,2.375,5,2,0,6,6,psychology
1.125,2.25,2.375,2.5,1.875,1.625,-1,6,-2,5,1,social work
2.625,5.0,3.375,2.375,2.625,3.125,-6,-6,4,6,6,physics
1.0,1.875,1.25,2.125,2.375,1.625,0,2,6,0,6,business administration
4.0,4.0,4.375,4.5,2.75,4.5,6,1,6,-4,5,psychology
2.625,3.625,2.5,4.0,2.375,1.875,-1,0,2,4,2,forensic psychology
3.875,2.5,2.0,4.25,3.0,5.0,-1,5,6,6,0,finance
4.5,5.0,5.0,5.0,5.0,5.0,6,6,6,6,6,mortuary science
1.0,1.75,2.25,3.375,3.5,1.0,6,5,6,1,-1,marketing
4.5,5.0,5.0,5.0,5.0,5.0,6,6,6,6,6,mortuary science
1.75,2.625,1.75,2.625,3.375,1.5,-2,5,6,3,6,liberal studies
1.0,2.5,4.375,3.875,3.875,2.5,6,-1,1,4,6,psychology
1.75,3.0,1.5,4.625,2.75,4.875,6,1,6,5,5,art
2.75,2.875,2.125,2.25,1.5,1.5,3,4,-1,-3,5,engineering
1.375,2.625,2.75,3.125,2.25,2.125,2,5,5,3,3,psychology
3.0,3.0,3.75,3.875,3.5,3.0,2,1,3,-1,6,classics
4.25,3.75,2.625,2.25,1.0,1.0,-4,5,5,0,5,psychology
1.125,4.5,2.375,3.5,1.625,1.125,-5,0,-3,-6,-2,psychology
1.625,1.875,3.375,4.25,1.75,1.125,4,1,4,-2,4,psychology
2.375,5.0,4.625,4.25,3.625,1.75,6,2,4,-1,6,computer science
1.375,1.0,1.375,1.625,4.0,3.875,4,3,5,3,1,aerospace
3.125,2.875,3.5,3.875,4.625,2.75,0,-1,4,1,5,english
1.625,4.75,4.375,3.125,1.5,1.625,1,-4,-4,-2,6,physics
1.75,2.375,3.125,3.125,2.5,2.125,-4,2,1,-3,3,early childhood education
1.25,1.5,2.75,2.25,1.75,2.25,3,5,1,1,-1,product design engineering
1.625,2.125,3.625,3.125,3.25,2.5,-5,5,5,0,0,business studies
1.25,3.125,3.375,4.5,2.25,1.25,0,1,0,0,5,social work
1.25,1.75,2.375,2.0,1.75,1.875,0,0,-2,1,2,geography
3.0,1.0,2.75,4.875,4.5,1.75,-2,6,5,-1,1,special education
2.0,2.375,2.375,3.0,2.375,2.125,2,-1,2,0,2,electronic engineer
2.625,4.0,2.875,4.0,1.125,2.125,-6,3,-1,-1,2,history
2.5,2.125,1.75,2.0,1.75,1.125,0,5,5,5,5,psychology
1.25,1.375,2.375,1.0,1.75,1.25,-1,-2,5,5,1,psychology
1.25,1.375,1.25,3.625,2.125,1.375,0,-2,3,-1,3,criminal justice
3.25,3.5,2.75,4.75,2.5,2.375,4,3,6,6,6,office administration
1.0,3.875,2.25,2.875,1.75,1.25,1,4,2,-1,5,kinesiology
2.0,4.0,2.0,3.0,1.75,2.5,-3,3,5,-2,3,psychology
2.25,3.0,2.625,3.5,2.0,2.0,2,-1,4,6,4,biology
1.25,1.875,4.125,4.375,3.125,2.0,1,5,2,0,5,english theater
2.25,3.5,3.75,4.25,2.875,3.125,1,-1,4,3,5,psychology
3.0,3.75,3.25,3.875,3.25,3.125,2,3,4,1,4,computer science
2.875,4.25,3.125,4.375,3.25,2.25,3,1,0,0,6,nursing
1.875,4.625,3.75,4.375,2.5,1.375,3,-1,-5,3,4,social services
2.875,3.75,2.375,3.5,2.125,3.25,-3,0,-3,0,1,social work
2.125,4.625,3.75,3.875,3.875,2.875,1,-1,0,1,1,public health
1.5,2.0,2.125,2.125,1.625,1.5,-1,5,0,3,2,business
1.375,4.25,3.0,4.375,3.125,2.875,5,-1,0,1,-1,business
2.25,4.875,4.0,3.125,2.75,2.375,2,4,-1,-5,5,psychology
1.75,4.625,1.875,4.125,2.25,2.375,-2,5,5,1,4,psychology
1.25,2.125,3.25,4.625,2.25,2.625,-1,2,6,5,2,sociology
1.375,2.0,3.0,3.5,3.125,2.625,0,3,2,3,5,forensic psychology
1.125,2.125,1.625,2.875,1.5,1.375,0,0,6,-3,2,criminal justice and psychology
3.25,2.75,4.125,2.25,1.625,3.0,1,3,2,1,2,psychology
1.5,1.75,3.625,3.875,3.875,2.75,0,1,0,-3,2,sociology
3.125,3.0,2.375,2.875,2.5,3.75,-2,1,2,-3,1,human resource management
3.0,3.125,4.0,3.5,3.75,3.0,5,5,5,4,5,marketing
1.875,4.125,4.75,2.0,4.125,3.75,0,-4,-4,-5,1,economics
1.375,2.5,2.875,3.875,2.25,2.75,-1,1,2,1,4,psychology
1.0,1.0,1.0,3.75,1.5,4.875,-6,6,4,3,-3,business
2.625,3.875,3.25,4.625,2.875,3.25,-2,2,2,-2,3,psychology
3.125,4.0,2.0,3.75,2.25,1.875,3,1,4,0,5,psychology
1.75,3.0,1.625,3.625,2.625,3.875,-4,-1,6,4,-2,business
1.375,2.125,3.25,2.25,2.875,1.875,1,3,0,4,3,architecture
1.25,2.0,1.0,2.25,4.125,3.0,3,2,6,0,4,nursing
1.375,3.375,2.75,4.75,2.75,1.75,1,3,4,4,3,business administration
1.0,2.0,1.25,4.0,1.0,1.0,0,2,6,1,-3,psychology
2.125,4.125,2.25,4.625,2.875,1.375,0,-3,1,-3,3,psychology
3.0,1.375,2.5,3.25,3.625,3.375,2,-3,4,4,2,industrial engineering
2.25,3.75,3.625,4.0,3.375,1.75,-1,0,1,2,1,psychology
3.25,1.75,2.75,4.375,3.375,3.125,4,6,-2,5,4,mechanical engineering
2.125,4.0,3.375,4.5,2.625,2.375,0,0,0,0,1,senior high school
1.5,4.0,3.375,3.0,1.5,1.75,1,5,6,5,4,economics
2.0,2.25,1.5,3.25,2.75,3.625,-1,3,3,2,3,business administration
1.375,3.5,2.75,2.75,2.5,2.5,3,-1,2,0,2,international relations
1.625,1.0,1.0,1.25,1.375,1.375,1,2,3,5,4,automotive technician
2.875,3.75,1.5,2.625,3.125,2.75,-2,-1,2,-3,5,science
2.0,4.625,3.875,4.625,3.375,2.875,-4,1,-1,-3,4,psychology
1.375,1.0,1.375,2.5,3.125,1.875,3,2,6,4,4,international economics
2.375,2.875,1.0,3.625,1.625,3.625,0,0,5,-3,1,psychology
1.0,1.0,1.5,1.875,1.375,1.0,3,0,4,4,1,physical education
2.125,3.75,2.5,4.5,2.75,2.125,0,3,3,0,2,exercise science
2.375,4.0,4.375,3.625,2.875,1.75,0,4,5,3,4,human resources
1.5,1.125,1.5,4.25,4.0,3.625,2,0,6,1,0,psychology
2.75,4.5,4.75,4.625,3.75,3.0,0,3,0,0,5,industrial engineering and management
2.125,4.0,4.125,3.75,2.75,2.0,1,2,5,0,5,management
2.125,4.5,3.875,3.125,2.875,1.625,1,3,4,5,6,psychology
3.125,3.875,2.625,3.125,3.75,2.5,-1,0,4,-3,2,chemical engineering
4.25,3.5,1.125,3.5,1.75,2.875,4,-3,5,1,5,chemical engineering
2.125,3.75,2.875,3.625,2.0,2.5,6,2,0,3,4,nursing
1.25,4.375,2.75,2.625,1.75,2.25,0,1,6,4,6,psychology
1.5,3.375,1.125,3.0,1.375,1.25,4,1,2,2,1,psychology
1.625,2.875,3.125,3.875,3.0,1.25,4,2,2,-3,1,law
1.5,1.375,2.625,4.0,3.75,1.75,4,3,1,4,4,business
2.5,2.0,2.75,3.25,4.0,2.5,-7,2,4,-2,3,art
2.5,2.5,2.5,3.125,2.5,4.5,-2,0,1,1,-1,statistic
3.125,2.125,2.5,2.0,3.25,3.25,2,1,4,-3,-2,business
4.125,4.5,4.625,5.0,4.625,3.375,1,4,2,-1,4,sonography
3.5,2.375,1.5,3.125,4.125,2.875,1,1,-1,0,4,engineering
1.75,4.0,3.375,2.75,2.125,2.75,-2,2,5,0,4,biomedical engineering
2.0,3.25,2.25,3.875,1.0,1.0,4,3,1,1,5,psychology
4.25,3.5,1.625,3.5,2.75,1.5,-1,3,3,4,3,exercise science
1.875,1.75,4.125,3.0,2.375,1.75,4,1,4,1,5,architecture
4.75,4.125,1.75,2.125,1.625,2.625,6,6,6,6,6,economics
3.75,4.625,4.5,5.0,4.5,3.75,2,6,2,1,4,sonography
1.0,3.5,1.0,1.375,1.25,1.0,2,0,4,0,5,dms
1.125,2.125,1.625,3.375,1.75,1.25,2,3,5,1,2,psychology
2.375,3.0,1.375,2.375,1.75,2.625,-5,3,5,2,3,psychology
1.75,5.0,4.5,3.5,2.125,1.25,0,4,-4,-1,0,psychology or english
1.0,3.25,3.0,4.25,3.625,2.5,2,4,5,4,3,business administration
1.5,2.125,3.25,3.875,2.875,2.375,-4,1,5,1,2,psychology
1.375,2.75,3.75,1.375,1.125,1.125,1,4,2,1,6,philology
1.875,3.375,4.0,4.375,2.0,1.5,5,6,5,5,5,elementary education
2.625,3.25,2.5,2.375,1.875,2.125,-5,-1,3,3,0,economics
1.5,3.375,4.0,2.875,2.25,1.75,-4,-2,6,4,1,psychology
1.0,2.875,2.125,2.625,1.75,2.5,0,2,3,1,-2,human resources
1.125,1.375,1.75,3.125,1.375,1.5,-5,4,6,4,5,psychology
2.375,3.875,2.25,2.375,2.125,1.875,-2,2,6,5,1,dentistry
3.625,3.5,2.75,3.0,4.375,3.75,3,2,1,-2,0,psychology
1.875,2.625,3.375,3.25,1.375,1.5,1,-1,2,-3,3,psychology
1.375,4.875,3.75,2.875,1.75,1.0,-2,4,1,-3,3,psychology sociology
3.25,3.875,2.625,3.375,2.0,2.5,4,0,6,0,4,dietetics
1.75,3.125,2.875,4.125,2.0,1.375,5,5,-2,-3,6,psychology
2.25,4.375,3.625,3.875,2.0,2.625,1,6,5,-2,6,business
2.0,2.875,3.125,3.875,2.25,2.75,-2,6,6,5,2,management
1.0,2.625,3.875,4.25,2.125,1.75,3,4,6,2,4,international studies
1.5,2.75,3.25,3.625,3.625,1.375,4,-1,-2,4,6,industrial engineering
2.375,3.625,2.625,4.5,2.75,2.5,3,5,1,4,0,environmental
2.625,2.125,1.25,2.5,3.625,3.375,4,2,4,3,1,management
1.0,1.75,3.875,4.5,2.5,1.0,-4,-4,2,0,2,creative writing
1.0,3.375,3.0,4.125,1.625,1.25,-4,6,3,-1,0,psychology
2.375,3.0,4.625,3.625,2.75,2.75,2,-1,5,2,4,audio engineering
3.875,4.875,3.75,4.625,2.75,3.375,-3,5,6,6,4,dietetics
2.875,3.875,3.625,3.625,2.75,3.625,1,2,6,6,3,computer science
4.125,4.5,3.125,1.375,1.75,4.0,-5,4,3,5,4,manufacturing engineering
2.375,3.625,3.875,2.875,2.5,2.125,-6,1,-1,-1,1,architecture
1.0,1.25,1.0,2.0,1.0,1.0,-1,0,1,-5,4,kinesiology
2.0,2.625,3.75,3.625,2.375,1.0,2,4,6,5,5,language
2.75,3.875,2.375,3.875,2.125,3.25,-2,6,0,1,0,psychology
1.5,3.125,1.5,3.0,1.5,1.0,0,5,5,6,2,psychology
1.75,3.0,1.5,3.5,2.125,3.25,2,-1,4,2,1,kinesiology
2.75,3.75,3.375,3.875,2.875,3.75,-4,4,1,-4,2,chemistry
2.0,3.75,2.25,2.625,1.25,1.25,5,1,-1,-3,5,kinesiology
1.625,3.0,2.75,4.0,2.875,4.375,-4,0,6,4,2,math
1.75,3.0,3.375,4.0,3.375,2.375,-3,5,3,2,3,history
1.0,2.625,3.125,1.875,1.25,1.75,0,4,4,0,6,business
2.375,3.125,2.875,3.375,2.875,2.125,-1,4,2,3,1,psychology
1.25,1.5,2.0,3.0,1.0,1.0,-5,0,1,-1,2,psychology
2.75,2.625,2.25,3.75,3.0,4.625,6,3,4,1,4,engineering
2.75,3.75,2.0,2.375,1.25,2.75,-2,5,1,3,1,finance
2.875,2.875,3.125,3.0,2.875,2.625,-1,-1,6,-1,-3,civil engineering
1.875,3.5,2.125,2.25,1.75,3.5,1,4,3,-1,0,psychology
1.75,2.0,2.0,3.5,4.0,2.375,2,3,5,3,1,business
4.625,3.375,3.125,2.375,4.0,1.75,-6,2,0,-1,0,arts
1.5,1.25,2.0,2.75,1.0,1.5,0,2,0,3,4,business
1.375,3.125,2.75,3.0,2.5,3.625,3,-1,6,0,0,business
2.25,4.25,1.5,3.125,2.0,3.125,2,2,4,0,3,nursing
2.625,4.5,2.0,2.75,2.875,2.5,-4,2,-1,-2,3,science
1.625,2.625,3.125,3.375,4.0,4.0,0,-1,1,-6,0,psychology
1.25,4.0,3.0,1.75,2.125,1.5,0,-4,-5,0,0,maths
1.5,1.375,3.5,3.625,2.25,1.125,5,4,2,1,4,business
2.0,1.0,1.0,3.0,3.0,3.875,4,0,-2,-4,2,business
1.125,4.25,1.375,4.5,3.125,2.5,0,1,2,-1,3,psychology
1.5,2.5,1.875,4.375,3.625,2.25,1,0,5,-3,5,psychology
1.75,3.5,1.5,3.125,2.0,3.75,-1,-2,3,3,1,psychology
1.0,2.25,2.375,3.0,1.5,1.5,-4,2,4,-6,2,social work
1.0,3.625,2.375,3.0,1.5,2.5,-6,0,4,6,5,business
1.875,2.0,4.125,3.25,2.75,2.375,-4,6,3,2,1,business
1.0,1.875,1.75,4.625,2.5,1.0,0,3,4,-2,2,psychology
1.0,1.25,1.0,2.75,1.0,1.0,5,4,6,3,4,sports management
1.625,1.0,2.5,3.5,3.125,1.5,4,0,3,5,4,psychology
1.875,4.5,2.0,4.125,1.5,1.0,-4,2,2,-3,2,psychology
1.125,1.875,1.25,3.875,1.75,1.0,1,1,2,-1,4,psychology
1.0,1.25,1.0,1.5,1.0,1.0,-6,6,5,-4,1,criminal justice
2.5,4.75,3.375,3.75,1.875,3.875,-1,6,6,5,6,nursing
